"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
sideeffect_constipation_cita,glad_medications_questionnaire_antidepressants,,radio,Constipation,"1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_citalopram(6)]=1,y,,,sideeffects_citalopram,,
sideeffect_headache_cita,glad_medications_questionnaire_antidepressants,,radio,Headache,"1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_citalopram(7)]=1,y,,,sideeffects_citalopram,,
sideeffect_dizziness_cita,glad_medications_questionnaire_antidepressants,,radio,Dizziness,"1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_citalopram(8)]=1,y,,,sideeffects_citalopram,,
sideeffect_memoryproblems_cita,glad_medications_questionnaire_antidepressants,,radio,"Memory problems","1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_citalopram(9)]=1,y,,,sideeffects_citalopram,,
sideeffect_attentiondifficulties_cita,glad_medications_questionnaire_antidepressants,,radio,"Attention/concentration difficulties","1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_citalopram(10)]=1,y,,,sideeffects_citalopram,,
sideeffect_shaking_cita,glad_medications_questionnaire_antidepressants,,radio,Shaking,"1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_citalopram(11)]=1,y,,,sideeffects_citalopram,,
sideeffect_muscle_pain_cita,glad_medications_questionnaire_antidepressants,,radio,"Muscle pain","1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_citalopram(12)]=1,y,,,sideeffects_citalopram,,
sideeffect_sleepiness_cita,glad_medications_questionnaire_antidepressants,,radio,Sleepiness/drowsiness,"1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_citalopram(13)]=1,y,,,sideeffects_citalopram,,
sideeffect_difficulty_sleep_cita,glad_medications_questionnaire_antidepressants,,radio,"Difficulty getting to sleep","1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_citalopram(14)]=1,y,,,sideeffects_citalopram,,
sideeffect_increased_anxiety_cita,glad_medications_questionnaire_antidepressants,,radio,"Increased anxiety","1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_citalopram(15)]=1,y,,,sideeffects_citalopram,,
sideeffect_fastheartbeat_cita,glad_medications_questionnaire_antidepressants,,radio,"Fast heart beat","1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_citalopram(16)]=1,y,,,sideeffects_citalopram,,
sideeffect_restlessness_cita,glad_medications_questionnaire_antidepressants,,radio,Restlessness/agitation,"1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_citalopram(17)]=1,y,,,sideeffects_citalopram,,
sideeffect_fatigue_cita,glad_medications_questionnaire_antidepressants,,radio,"Fatigue or weakness","1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_citalopram(18)]=1,y,,,sideeffects_citalopram,,
sideeffect_change_appetite_cita,glad_medications_questionnaire_antidepressants,,radio,"Change in appetite","1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_citalopram(19)]=1,y,,,sideeffects_citalopram,,
sideeffect_weightgain_cita,glad_medications_questionnaire_antidepressants,,radio,"Weight gain","1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_citalopram(20)]=1,y,,,sideeffects_citalopram,,
sideeffect_weight_loss_cita,glad_medications_questionnaire_antidepressants,,radio,"Weight loss","1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_citalopram(21)]=1,y,,,sideeffects_citalopram,,
sideeffect_itching_cita,glad_medications_questionnaire_antidepressants,,radio,Itching,"1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_citalopram(22)]=1,y,,,sideeffects_citalopram,,
sideeffect_rash_cita,glad_medications_questionnaire_antidepressants,,radio,Rash,"1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_citalopram(23)]=1,y,,,sideeffects_citalopram,,
sideeffect_runny_nose_cita,glad_medications_questionnaire_antidepressants,,radio,"Runny nose","1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_citalopram(24)]=1,y,,,sideeffects_citalopram,,
sideeffect_reduced_sexual_desire_cita,glad_medications_questionnaire_antidepressants,,radio,"Reduced sexual desire","1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_citalopram(25)]=1,y,,,sideeffects_citalopram,,
sideeffect_menstrual_problems_cita,glad_medications_questionnaire_antidepressants,,radio,"Menstrual problems/irregularities","1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_citalopram(26)]=1,y,,,sideeffects_citalopram,,
sideeffect_blurred_vision_cita,glad_medications_questionnaire_antidepressants,,radio,"Blurred vision","1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_citalopram(27)]=1,y,,,sideeffects_citalopram,,
sideeffect_suicidal_thoughts_cita,glad_medications_questionnaire_antidepressants,,radio,"Suicidal thoughts","1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_citalopram(28)]=1,y,,,sideeffects_citalopram,,
sideeffect_attempted_suicide_cita,glad_medications_questionnaire_antidepressants,,radio,"Attempted suicide","1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_citalopram(29)]=1,y,,,sideeffects_citalopram,,
sideeffect_other_cita,glad_medications_questionnaire_antidepressants,,radio,Other,"1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_citalopram(30)]=1,y,,,sideeffects_citalopram,,
sideeffect_dry_mouth_tric,glad_medications_questionnaire_antidepressants,"Overall, how would you rate the side-effects of taking Tricyclic antidepressants (amitriptyline, imipramine? Lowest / worst rating (for example, very bad side-effects) = 1 star, highest / best rating (for example, no side-effects or only very mild side-effects) = 5 stars",radio,"Dry mouth","1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_tricyclic(1)]=1,y,,,sideeffects_tricyclic,,
sideeffect_sweating_tric,glad_medications_questionnaire_antidepressants,,radio,Sweating,"1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_tricyclic(2)]=1,y,,,sideeffects_tricyclic,,
sideeffect_nausea_tric,glad_medications_questionnaire_antidepressants,,radio,Nausea,"1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_tricyclic(3)]=1,y,,,sideeffects_tricyclic,,
sideeffect_vomiting_tric,glad_medications_questionnaire_antidepressants,,radio,Vomiting,"1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_tricyclic(4)]=1,y,,,sideeffects_tricyclic,,
sideeffect_diarrhoea_tric,glad_medications_questionnaire_antidepressants,,radio,Diarrhoea,"1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_tricyclic(5)]=1,y,,,sideeffects_tricyclic,,
sideeffect_constipation_tric,glad_medications_questionnaire_antidepressants,,radio,Constipation,"1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_tricyclic(6)]=1,y,,,sideeffects_tricyclic,,
sideeffect_headache_tric,glad_medications_questionnaire_antidepressants,,radio,Headache,"1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_tricyclic(7)]=1,y,,,sideeffects_tricyclic,,
sideeffect_dizziness_tric,glad_medications_questionnaire_antidepressants,,radio,Dizziness,"1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_tricyclic(8)]=1,y,,,sideeffects_tricyclic,,
sideeffect_memory_problems_tric,glad_medications_questionnaire_antidepressants,,radio,"Memory problems","1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_tricyclic(9)]=1,y,,,sideeffects_tricyclic,,
sideeffect_attention_difficulties_tric,glad_medications_questionnaire_antidepressants,,radio,"Attention/concentration difficulties","1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_tricyclic(10)]=1,y,,,sideeffects_tricyclic,,
sideeffect_shaking_tric,glad_medications_questionnaire_antidepressants,,radio,Shaking,"1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_tricyclic(11)]=1,y,,,sideeffects_tricyclic,,
sideeffect_muscle_pain_tric,glad_medications_questionnaire_antidepressants,,radio,"Muscle pain","1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_tricyclic(12)]=1,y,,,sideeffects_tricyclic,,
sideeffect_sleepiness_tric,glad_medications_questionnaire_antidepressants,,radio,Sleepiness/drowsiness,"1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_tricyclic(13)]=1,y,,,sideeffects_tricyclic,,
sideeffect_difficulty_sleep_tric,glad_medications_questionnaire_antidepressants,,radio,"Difficulty getting to sleep","1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_tricyclic(14)]=1,y,,,sideeffects_tricyclic,,
sideeffect_increased_anxiety_tric,glad_medications_questionnaire_antidepressants,,radio,"Increased anxiety","1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_tricyclic(15)]=1,y,,,sideeffects_tricyclic,,
sideeffect_fast_heart_beat_tric,glad_medications_questionnaire_antidepressants,,radio,"Fast heart beat","1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_tricyclic(16)]=1,y,,,sideeffects_tricyclic,,
sideeffect_restlessness_tric,glad_medications_questionnaire_antidepressants,,radio,Restlessness/agitation,"1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_tricyclic(17)]=1,y,,,sideeffects_tricyclic,,
sideeffect_fatigue_tric,glad_medications_questionnaire_antidepressants,,radio,"Fatigue or weakness","1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_tricyclic(18)]=1,y,,,sideeffects_tricyclic,,
sideeffect_change_appetite_tric,glad_medications_questionnaire_antidepressants,,radio,"Change in appetite","1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_tricyclic(19)]=1,y,,,sideeffects_tricyclic,,
sideeffect_weight_gain_tric,glad_medications_questionnaire_antidepressants,,radio,"Weight gain","1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_tricyclic(20)]=1,y,,,sideeffects_tricyclic,,
sideeffect_weight_loss_tric,glad_medications_questionnaire_antidepressants,,radio,"Weight loss","1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_tricyclic(21)]=1,y,,,sideeffects_tricyclic,,
sideeffect_itching_tric,glad_medications_questionnaire_antidepressants,,radio,Itching,"1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_tricyclic(22)]=1,y,,,sideeffects_tricyclic,,
rsideeffect_rash_tric,glad_medications_questionnaire_antidepressants,,radio,Rash,"1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_tricyclic(23)]=1,y,,,sideeffects_tricyclic,,
sideeffect_runny_nose_tric,glad_medications_questionnaire_antidepressants,,radio,"Runny nose","1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_tricyclic(24)]=1,y,,,sideeffects_tricyclic,,
sideeffect_reduced_sexual_desire_tric,glad_medications_questionnaire_antidepressants,,radio,"Reduced sexual desire","1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_tricyclic(25)]=1,y,,,sideeffects_tricyclic,,
sideeffect_menstrual_problems_tric,glad_medications_questionnaire_antidepressants,,radio,"Menstrual problems/irregularities","1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_tricyclic(26)]=1,y,,,sideeffects_tricyclic,,
sideeffect_blurred_vision_tric,glad_medications_questionnaire_antidepressants,,radio,"Blurred vision","1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_tricyclic(27)]=1,y,,,sideeffects_tricyclic,,
sideeffect_suicidal_thoughts_tric,glad_medications_questionnaire_antidepressants,,radio,"Suicidal thoughts","1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_tricyclic(28)]=1,y,,,sideeffects_tricyclic,,
sideeffect_attempted_suicide_tric,glad_medications_questionnaire_antidepressants,,radio,"Attempted suicide","1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_tricyclic(29)]=1,y,,,sideeffects_tricyclic,,
sideeffect_other_tric,glad_medications_questionnaire_antidepressants,,radio,Other,"1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_tricyclic(30)]=1,y,,,sideeffects_tricyclic,,
sideeffect_drymouth_sert,glad_medications_questionnaire_antidepressants,"Overall, how would you rate the side-effects of taking Sertraline antidepressants? Lowest / worst rating (for example, very bad side-effects) = 1 star, highest / best rating (for example, no side-effects or only very mild side-effects) = 5 stars",radio,"Dry mouth","1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_setraline(1)]=1,y,,,sideeffects_sertraline,,
sideeffect_sweating_sert,glad_medications_questionnaire_antidepressants,,radio,Sweating,"1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_setraline(2)]=1,y,,,sideeffects_sertraline,,
sideeffect_nausea_sert,glad_medications_questionnaire_antidepressants,,radio,Nausea,"1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_setraline(3)]=1,y,,,sideeffects_sertraline,,
sideeffect_vomiting_sert,glad_medications_questionnaire_antidepressants,,radio,Vomiting,"1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_setraline(4)]=1,y,,,sideeffects_sertraline,,
sideeffect_diarrhoea_sert,glad_medications_questionnaire_antidepressants,,radio,Diarrhoea,"1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_setraline(5)]=1,y,,,sideeffects_sertraline,,
sideeffect_constipation_sert,glad_medications_questionnaire_antidepressants,,radio,Constipation,"1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_setraline(6)]=1,y,,,sideeffects_sertraline,,
sideeffect_headache_sert,glad_medications_questionnaire_antidepressants,,radio,Headache,"1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_setraline(7)]=1,y,,,sideeffects_sertraline,,
sideeffect_dizziness_sert,glad_medications_questionnaire_antidepressants,,radio,Dizziness,"1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_setraline(8)]=1,y,,,sideeffects_sertraline,,
sideeffect_memory_problems_sert,glad_medications_questionnaire_antidepressants,,radio,"Memory problems","1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_setraline(9)]=1,y,,,sideeffects_sertraline,,
sideeffect_attention_concentration_difficulties_sert,glad_medications_questionnaire_antidepressants,,radio,"Attention/concentration difficulties","1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_setraline(10)]=1,y,,,sideeffects_sertraline,,
sideeffect_shaking_sert,glad_medications_questionnaire_antidepressants,,radio,Shaking,"1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_setraline(11)]=1,y,,,sideeffects_sertraline,,
sideeffect_muscle_pain_sert,glad_medications_questionnaire_antidepressants,,radio,"Muscle pain","1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_setraline(12)]=1,y,,,sideeffects_sertraline,,
sideeffect_sleepinness_sert,glad_medications_questionnaire_antidepressants,,radio,Sleepiness/drowsiness,"1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_setraline(13)]=1,y,,,sideeffects_sertraline,,
sideeffect_difficulty_getting_sleep_sert,glad_medications_questionnaire_antidepressants,,radio,"Difficulty getting to sleep","1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_setraline(14)]=1,y,,,sideeffects_sertraline,,
sideeffect_increased_anxiety_sert,glad_medications_questionnaire_antidepressants,,radio,"Increased anxiety","1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_setraline(15)]=1,y,,,sideeffects_sertraline,,
sideeffect_fast_heart_beat_sert,glad_medications_questionnaire_antidepressants,,radio,"Fast heart beat","1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_setraline(16)]=1,y,,,sideeffects_sertraline,,
sideeffect_restlessness_sert,glad_medications_questionnaire_antidepressants,,radio,Restlessness/agitation,"1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_setraline(17)]=1,y,,,sideeffects_sertraline,,
sideeffect_fatigue_sert,glad_medications_questionnaire_antidepressants,,radio,"Fatigue or weakness","1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_setraline(18)]=1,y,,,sideeffects_sertraline,,
sideeffect_change_appetite_sert,glad_medications_questionnaire_antidepressants,,radio,"Change in appetite","1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_setraline(19)]=1,y,,,sideeffects_sertraline,,
sideeffect_weight_gain_sert,glad_medications_questionnaire_antidepressants,,radio,"Weight gain","1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_setraline(20)]=1,y,,,sideeffects_sertraline,,
sideeffect_weight_loss_sert,glad_medications_questionnaire_antidepressants,,radio,"Weight loss","1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_setraline(21)]=1,y,,,sideeffects_sertraline,,
sideeffect_itching_sert,glad_medications_questionnaire_antidepressants,,radio,Itching,"1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_setraline(22)]=1,y,,,sideeffects_sertraline,,
sideeffect_rash_sert,glad_medications_questionnaire_antidepressants,,radio,Rash,"1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_setraline(23)]=1,y,,,sideeffects_sertraline,,
sideeffect_runny_nose_sert,glad_medications_questionnaire_antidepressants,,radio,"Runny nose","1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_setraline(24)]=1,y,,,sideeffects_sertraline,,
sideeffect_reduced_sexual_desire_sert,glad_medications_questionnaire_antidepressants,,radio,"Reduced sexual desire","1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_setraline(25)]=1,y,,,sideeffects_sertraline,,
sideeffect_menstrual_problems_sert,glad_medications_questionnaire_antidepressants,,radio,"Menstrual problems/irregularities","1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_setraline(26)]=1,y,,,sideeffects_sertraline,,
sideeffect_blurred_vision_sert,glad_medications_questionnaire_antidepressants,,radio,"Blurred vision","1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_setraline(27)]=1,y,,,sideeffects_sertraline,,
sideeffect_suicidal_thoughts_sert,glad_medications_questionnaire_antidepressants,,radio,"Suicidal thoughts","1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_setraline(28)]=1,y,,,sideeffects_sertraline,,
sideeffect_attempted_suicide_sert,glad_medications_questionnaire_antidepressants,,radio,"Attempted suicide","1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_setraline(29)]=1,y,,,sideeffects_sertraline,,
sideeffect_other_sert,glad_medications_questionnaire_antidepressants,,radio,Other,"1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_setraline(30)]=1,y,,,sideeffects_sertraline,,
sideeffect_dry_mouth_other,glad_medications_questionnaire_antidepressants,"Overall, how would you rate the side-effects of taking  other antidepressants? Lowest / worst rating (for example, very bad side-effects) = 1 star, highest / best rating (for example, no side-effects or only very mild side-effects) = 5 stars",radio,"Dry mouth","1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_other(1)]=1,y,,,sideeffects_other,,
sideffect_sweating_other,glad_medications_questionnaire_antidepressants,,radio,Sweating,"1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_other(2)]=1,y,,,sideeffects_other,,
sideffect_nausea_other,glad_medications_questionnaire_antidepressants,,radio,Nausea,"1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_other(3)]=1,y,,,sideeffects_other,,
sideffect_vomiting_other,glad_medications_questionnaire_antidepressants,,radio,Vomiting,"1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_other(4)]=1,y,,,sideeffects_other,,
sideffect_diarrhoea_other,glad_medications_questionnaire_antidepressants,,radio,Diarrhoea,"1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_other(5)]=1,y,,,sideeffects_other,,
sideffect_constipation_other,glad_medications_questionnaire_antidepressants,,radio,Constipation,"1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_other(6)]=1,y,,,sideeffects_other,,
sideffect_headache_other,glad_medications_questionnaire_antidepressants,,radio,Headache,"1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_other(7)]=1,y,,,sideeffects_other,,
sideffect_dizziness_other,glad_medications_questionnaire_antidepressants,,radio,Dizziness,"1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_other(8)]=1,y,,,sideeffects_other,,
sideffect_memory_problems_other,glad_medications_questionnaire_antidepressants,,radio,"Memory problems","1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_other(9)]=1,y,,,sideeffects_other,,
sideffect_attention_difficulties_other,glad_medications_questionnaire_antidepressants,,radio,"Attention/concentration difficulties","1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_other(10)]=1,y,,,sideeffects_other,,
sideffect_shaking_other,glad_medications_questionnaire_antidepressants,,radio,Shaking,"1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_other(11)]=1,y,,,sideeffects_other,,
sideffect_muscle_pain_other,glad_medications_questionnaire_antidepressants,,radio,"Muscle pain","1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_other(12)]=1,y,,,sideeffects_other,,
sideffect_sleepiness_other,glad_medications_questionnaire_antidepressants,,radio,Sleepiness/drowsiness,"1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_other(13)]=1,y,,,sideeffects_other,,
sideffect_difficulty_getting_to_sleep_other,glad_medications_questionnaire_antidepressants,,radio,"Difficulty getting to sleep","1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_other(14)]=1,y,,,sideeffects_other,,
sideffect_increased_anxiety_other,glad_medications_questionnaire_antidepressants,,radio,"Increased anxiety","1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_other(15)]=1,y,,,sideeffects_other,,
fast_heart_beat,glad_medications_questionnaire_antidepressants,,radio,"Fast heart beat","1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_other(16)]=1,y,,,sideeffects_other,,
sideffect_restlessness_other,glad_medications_questionnaire_antidepressants,,radio,Restlessness/agitation,"1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_other(17)]=1,y,,,sideeffects_other,,
sideffect_fatigue_other,glad_medications_questionnaire_antidepressants,,radio,"Fatigue or weakness","1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_other(18)]=1,y,,,sideeffects_other,,
sideffect_change_in_appetite_other,glad_medications_questionnaire_antidepressants,,radio,"Change in appetite","1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_other(19)]=1,y,,,sideeffects_other,,
